,match_id,team_id,team,minute,team_goals,yellow_cards,shots_generated,red_cards,score_differential,outcome,final_third_percentage,max_minute_game,minute_percentage,home_away,final_goals
264,3754039,31,Crystal Palace,78,1,1,10,0,0,0,0.036358005,97,80.0,1,1
265,3754039,31,Crystal Palace,79,1,1,10,0,0,0,0.02700440833333333,97,81.0,1,1
266,3754039,31,Crystal Palace,80,1,1,10,0,0,0,0.02700440833333333,97,82.0,1,1
267,3754039,31,Crystal Palace,81,1,1,10,0,-1,0,0.02700440833333333,97,84.0,1,1
268,3754039,31,Crystal Palace,83,1,1,10,0,-1,0,0.02678178833333334,97,86.0,1,1
269,3754039,31,Crystal Palace,84,1,1,10,0,-1,0,0.031394660000000005,97,87.0,1,1
270,3754039,31,Crystal Palace,85,1,1,10,0,-1,0,0.024453916666666665,97,88.0,1,1
271,3754039,31,Crystal Palace,86,1,1,10,0,-1,0,0.019349778333333338,97,89.0,1,1
272,3754039,31,Crystal Palace,87,1,1,11,0,-1,0,0.020059673333333333,97,90.0,1,1
273,3754039,31,Crystal Palace,88,1,1,11,0,-1,0,0.012907659999999998,97,91.0,1,1
274,3754039,31,Crystal Palace,89,1,1,12,0,-1,0,0.022097811666666668,97,92.0,1,1
275,3754039,31,Crystal Palace,90,1,1,13,0,-1,0,0.03120540833333333,97,93.0,1,1
276,3754039,31,Crystal Palace,91,1,1,13,0,-1,0,0.033291575000000004,97,94.0,1,1
277,3754039,31,Crystal Palace,92,1,1,14,0,-1,0,0.038051655000000004,97,95.0,1,1
278,3754039,31,Crystal Palace,93,1,1,14,1,-1,0,0.038051655000000004,97,96.0,1,1
279,3754039,31,Crystal Palace,95,1,1,14,1,-1,0,0.027266021666666668,97,98.0,1,1
280,3754039,31,Crystal Palace,96,1,1,15,1,-1,0,0.04184076666666667,97,99.0,1,1
